"Номер заявки";document_set;subject_type;complect_name;complect_id;is_original;file_id;request_id;event_time;"result BizTalk";"result Lotus";"Ссылка на РК";"Завершена обработка"
130046114;BN_DKBO0130;BANK;"КОМПЛЕКТ. Заявление анкета клиента физического лица. БКС Банк (ЕВА)";9e32adb6-f14d-4c0a-8c2f-e14ee9b867bd;1;8bc5ac5f-cbbd-4674-af4f-b358ad443cfe|2127a866-1f50-42cd-b214-2fd58ba270ff;"";"";"";"";"";""
130046114;BN_DKBO0132;BANK;"КОМПЛЕКТ. Заявление анкета клиента физического лица. БКС Банк (ЕВА)";62aa0e9d-41cd-45ec-8a15-daf95c5b6b17;0;356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
130046114;EDO0042;EDO;"КОМПЛЕКТ. ЕВА. Новая услуга. ДО. Документы клиента ФЛ (с полной идентификацией),";3be26125-aabe-4dd6-97c0-d4a247be05eb;1;a4c731be-2fcf-4dbb-b4b8-8bf048735cbb|6c38bc0b-5900-435e-bc44-5efff0e6620b|e77e3e2d-fb06-4062-b0bc-97e91a553d92;"";"";"";"";"";""
130046114;EDO0019;EDO;"КОМПЛЕКТ. ЕВА. Новая услуга. ДО. Документы клиента ФЛ (с полной идентификацией),";26b5a6a8-f917-4d19-9e74-1b6d553e9e6a;0;356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
130046114;BK1381;BROK;"КОМПЛЕКТ. ИДС. Брокер. Документы клиента ФЛ (Единая Анкета клиента)";dde6a489-17c2-417b-ac34-09cf24166350;1;02b602fd-d59d-4fcd-846f-fc00c1c5639a|4c27321a-2129-4328-910a-451dc430f645|8cd89330-a98a-4fc9-b545-27481818fce8;"";"";"";"";"";""
130046114;BK1444;BROK;"КОМПЛЕКТ. ИДС. Брокер. Документы клиента ФЛ (Единая Анкета клиента)";3a371133-3ae4-435d-9b08-ff6e3ccd8d73;0;356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
130046114;PD0084;BANK;0;4272013a-18d9-4f0b-8740-8c7f1f48b013;1;bd235628-9ad2-4e5d-b826-e60ac6bb19d0|64b49a21-8e6c-4749-890a-19e9478bbe93;"";"";"";"";"";""
130046114;PD0084;BROK;0;50d26367-f632-4de6-b39f-83e44a424396;1;687260b8-926a-4526-9d6c-0b7c367c6851|bdc9dc39-4a97-4ee9-9048-9a140548c9e5;"";"";"";"";"";""
130046114;BN_DKBO0313;BANK;0;4fc54655-ae5e-4f19-8637-37138dbc9883;1;00bf175e-9f29-44bb-b41f-4c6a4a8c7e04;"";"";"";"";"";""
130046114;PD0085;BROK;0;94ff773c-be30-4270-a95e-75023ad0c06e;1;20a6058e-b784-4280-bd00-753a16d351b0;"";"";"";"";"";""
130046114;BN_DKBO0064;BANK;0;96383419-cad8-4aa0-83b7-33ca1a99d2fa;1;166a6787-a2ab-430d-aaec-d6f800fdc929;"";"";"";"";"";""
130046114;"";"";"";3121fec7-f9cd-4def-be87-1232ccf77478;"";356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
