Дата начала обработки;GUID ЕВА клиента;GUID услуги;Номер заявки;Путь к файлу;ID файла в СХФ;Папка файла в СХФ;BN_DKBO0130;BN_DKBO0132;BN_DKBO0059;BN_DKBO0048;BN_DKBO0076;BN_DKBO0134;EDO0042;EDO0043;EDO0019;BK1381;BK1444;DU0107;DU0080;BN_DKBO0390;PD0075;PD0084;PD0085;Завершена обработка
2025-08-06T11:23:59;155EAC0D-F10B-4614-9A26-3329C0B9B778;"[{""service_guid"":""29B585B4-466A-4691-9F6E-4E599869CA31"",""service_type"":1},{""service_guid"":""E8209A2D-F064-4C53-9A88-BC90D3909E88"",""service_type"":2}]";122047731;C:\Users\svc-Robot-958\AppData\Roaming\RPA-958\fdc7102e-3120-41f9-96b7-8bfae160ce54\Anketa.pdf;;;;;;;;;;;;;;;;;;;;
2025-08-06T11:23:59;155EAC0D-F10B-4614-9A26-3329C0B9B778;"[{""service_guid"":""29B585B4-466A-4691-9F6E-4E599869CA31"",""service_type"":1},{""service_guid"":""E8209A2D-F064-4C53-9A88-BC90D3909E88"",""service_type"":2}]";122047731;C:\Users\svc-Robot-958\AppData\Roaming\RPA-958\fdc7102e-3120-41f9-96b7-8bfae160ce54\CHek_list.pdf;;;;;;;;;;;;;;;;;;;;
2025-08-06T11:23:59;155EAC0D-F10B-4614-9A26-3329C0B9B778;"[{""service_guid"":""29B585B4-466A-4691-9F6E-4E599869CA31"",""service_type"":1},{""service_guid"":""E8209A2D-F064-4C53-9A88-BC90D3909E88"",""service_type"":2}]";122047731;C:\Users\svc-Robot-958\AppData\Roaming\RPA-958\fdc7102e-3120-41f9-96b7-8bfae160ce54\Zayavlenie.pdf;;;;;;;;;;;;;;;;;;;;
2025-08-06T11:23:59;155EAC0D-F10B-4614-9A26-3329C0B9B778;"[{""service_guid"":""29B585B4-466A-4691-9F6E-4E599869CA31"",""service_type"":1},{""service_guid"":""E8209A2D-F064-4C53-9A88-BC90D3909E88"",""service_type"":2}]";122047731;C:\Users\svc-Robot-958\AppData\Roaming\RPA-958\fdc7102e-3120-41f9-96b7-8bfae160ce54\ZayavlNaZachislenieZP.pdf;;;;;;;;;;;;;;;;;;;;
